"Otu00001" "Otu00002" "Otu00003" "Otu00004" "Otu00005" "Otu00006" "Otu00007" "Otu00008" "Otu00009" "Otu00010" "Otu00011" "Otu00012" "Otu00013" "Otu00014" "Otu00015" "Otu00016" "Otu00017" "Otu00018" "Otu00019" "Otu00020" "Otu00021" "Otu00022" "Otu00023" "Otu00024" "Otu00025" "Otu00026" "Otu00027" "Otu00028" "Otu00029" "Otu00030" "Otu00031" "Otu00032" "Otu00033" "Otu00034" "Otu00035" "Otu00036" "Otu00037" "Otu00038" "Otu00039" "Otu00040" "Otu00041" "Otu00042" "Otu00043" "Otu00044" "Otu00045" "Otu00046" "Otu00047" "Otu00048" "Otu00049" "Otu00050" "Otu00051" "Otu00052" "Otu00053" "Otu00054" "Otu00056" "Otu00057" "Otu00058" "Otu00059" "Otu00060" "Otu00061" "Otu00062" "Otu00063" "Otu00064" "Otu00065" "Otu00066" "Otu00067" "Otu00068" "Otu00069" "Otu00070" "Otu00071" "Otu00072" "Otu00073" "Otu00074" "Otu00075" "Otu00076" "Otu00077" "Otu00078" "Otu00079" "Otu00080" "Otu00081" "Otu00082" "Otu00083" "Otu00084" "Otu00085" "Otu00086" "Otu00087" "Otu00088" "Otu00089" "Otu00090" "Otu00091" "Otu00092" "Otu00093" "Otu00094" "Otu00095" "Otu00096" "Otu00097" "Otu00098" "Otu00099" "Otu00100" "Otu00102" "Otu00103" "Otu00104" "Otu00105" "Otu00106" "Otu00108" "Otu00109" "Otu00110" "Otu00111" "Otu00112" "Otu00113" "Otu00115" "Otu00117" "Otu00118" "Otu00119" "Otu00120" "Otu00121" "Otu00122" "Otu00123" "Otu00124" "Otu00125" "Otu00126" "Otu00127" "Otu00128" "Otu00129" "Otu00130" "Otu00132" "Otu00133" "Otu00136" "Otu00137" "Otu00138" "Otu00139" "Otu00140" "Otu00141" "Otu00142" "Otu00143" "Otu00144" "Otu00145" "Otu00146" "Otu00147" "Otu00148" "Otu00149" "Otu00150" "Otu00151" "Otu00153" "Otu00154" "Otu00155" "Otu00156" "Otu00157" "Otu00160" "Otu00162" "Otu00163" "Otu00164" "Otu00165" "Otu00166" "Otu00167" "Otu00168" "Otu00169" "Otu00171" "Otu00172" "Otu00173" "Otu00174" "Otu00175" "Otu00176" "Otu00177" "Otu00178" "Otu00179" "Otu00180" "Otu00181" "Otu00182" "Otu00183" "Otu00184" "Otu00186" "Otu00187" "Otu00188" "Otu00189" "Otu00190" "Otu00191" "Otu00193" "Otu00196" "Otu00197" "Otu00198" "Otu00199" "Otu00200" "Otu00201" "Otu00202" "Otu00205" "Otu00206" "Otu00207" "Otu00208" "Otu00209" "Otu00210" "Otu00211" "Otu00212" "Otu00214" "Otu00215" "Otu00216" "Otu00217" "Otu00218" "Otu00219" "Otu00220" "Otu00221" "Otu00222" "Otu00223" "Otu00224" "Otu00225" "Otu00226" "Otu00228" "Otu00230" "Otu00231" "Otu00232" "Otu00233" "Otu00234" "Otu00235" "Otu00236" "Otu00237" "Otu00238" "Otu00240" "Otu00241" "Otu00242" "Otu00243" "Otu00244" "Otu00246" "Otu00247" "Otu00248" "Otu00249" "Otu00251" "Otu00252" "Otu00253" "Otu00254" "Otu00255" "Otu00256" "Otu00257" "Otu00258" "Otu00259" "Otu00262" "Otu00263" "Otu00264" "Otu00265" "Otu00266" "Otu00268" "Otu00269" "Otu00270" "Otu00271" "Otu00272" "Otu00273" "Otu00275" "Otu00276" "Otu00278" "Otu00279" "Otu00280" "Otu00281" "Otu00282" "Otu00283" "Otu00284" "Otu00285" "Otu00286" "Otu00287" "Otu00288" "Otu00289" "Otu00290" "Otu00291" "Otu00292" "Otu00294" "Otu00295" "Otu00297" "Otu00298" "Otu00300" "Otu00302" "Otu00304" "Otu00306" "Otu00307" "Otu00308" "Otu00309" "Otu00311" "Otu00312" "Otu00313" "Otu00315" "Otu00318" "Otu00319" "Otu00323" "Otu00324" "Otu00325" "Otu00328" "Otu00329" "Otu00330" "Otu00331" "Otu00332" "Otu00333" "Otu00334" "Otu00335" "Otu00336" "Otu00337" "Otu00338" "Otu00341" "Otu00344" "Otu00345" "Otu00346" "Otu00348" "Otu00349" "Otu00350" "Otu00352" "Otu00353" "Otu00354" "Otu00360" "Otu00361" "Otu00362" "Otu00364" "Otu00367" "Otu00368" "Otu00369" "Otu00372" "Otu00373" "Otu00374" "Otu00382" "Otu00383" "Otu00384" "Otu00385" "Otu00387" "Otu00388" "Otu00396" "Otu00404" "Otu00406" "Otu00407" "Otu00412" "Otu00416" "Otu00420" "Otu00422" "Otu00424" "Otu00425" "Otu00427" "Otu00430" "Otu00431" "Otu00436" "Otu00438" "Otu00439" "Otu00440" "Otu00441" "Otu00446" "Otu00447" "Otu00453" "Otu00462" "Otu00463" "Otu00465" "Otu00469" "Otu00479" "Otu00481" "Otu00485" "Otu00491" "Otu00496" "Otu00498" "Otu00499" "Otu00502" "Otu00505" "Otu00510" "Otu00511" "Otu00516" "Otu00517" "Otu00522" "Otu00528" "Otu00529" "Otu00531" "Otu00535" "Otu00540" "Otu00543" "Otu00550" "Otu00566" "Otu00567" "Otu00570" "Otu00597" "Otu00598" "Otu00599" "Otu00600" "Otu00602" "Otu00603" "Otu00622" "Otu00626" "Otu00635" "Otu00639" "Otu00679" "Otu00684" "Otu00703" "Otu00710" "Otu00779" "Otu00812" "Otu00830" "Otu00836" "Otu00908" "Otu00914" "Otu01016" "Otu01115" "Otu01167" "Otu01384" "Otu01429"
"MI_013_H" 84 782 66 841 26 1026 94 50 0 0 996 1153 447 20 512 83 190 384 177 114 62 444 412 10 57 40 0 368 4 10 13 93 13 110 9 0 8 328 2 0 83 0 45 4 132 2 41 0 2 24 15 192 0 0 57 3 21 5 14 56 6 9 12 147 12 134 4 3 83 0 6 22 24 43 3 286 2 0 0 14 0 19 2 13 3 2 0 18 8 0 0 65 1 0 0 6 88 29 472 24 139 107 262 24 7 1 7 1 6 0 64 1 15 26 4 17 0 27 38 0 0 167 83 0 0 0 20 96 17 1 14 1 2 1 1 33 2 0 6 0 2 3 0 0 0 0 0 4 0 11 79 11 1 16 0 0 141 0 0 0 0 3 0 0 0 0 7 0 0 0 0 2 0 0 0 0 0 77 0 6 1 17 1 1 0 0 0 1 0 15 3 1 0 2 1 65 4 2 11 0 10 4 13 0 0 9 2 40 0 7 0 0 0 0 0 0 0 0 0 0 0 0 109 6 0 1 0 0 0 0 0 0 1 0 0 0 17 0 66 0 1 0 0 30 0 0 2 2 5 2 0 0 0 2 0 41 0 0 0 1 0 0 0 7 0 51 2 12 0 0 0 19 0 64 0 0 0 0 184 0 0 5 0 0 108 28 0 2 0 0 0 0 2 88 0 0 0 1 0 0 0 21 0 0 0 2 0 0 0 0 4 0 0 2 3 3 0 0 3 0 0 0 0 0 0 0 113 0 0 0 1 0 0 6 0 0 0 0 8 0 0 0 13 0 0 0 4 0 0 0 79 0 0 0 0 0 0 0 8 9 2 7 0 0 74 49 0 0 160 1 0 0 0 0 0 0 0 3 0 23 0 5 0 0 0 8 0 0 0 0 0 0 9
"MI_014_H" 8 217 3460 131 185 681 3 859 813 323 5 48 438 223 171 230 56 595 0 380 9 148 209 51 70 126 14 5 962 907 2 0 20 0 59 279 118 0 0 2 21 0 2 12 1 87 1 5 3 37 0 44 0 0 0 420 35 137 0 1 0 44 204 0 11 0 0 0 0 0 0 4 15 12 31 9 0 0 4 0 31 37 5 115 0 131 1 0 0 0 8 0 0 3 0 27 0 4 0 3 0 0 0 0 81 0 10 1 3 13 12 0 3 19 15 0 1 0 0 0 163 0 0 0 0 15 0 0 0 0 0 0 1 0 0 20 0 9 35 2 0 7 15 0 0 0 3 34 13 13 2 0 1 6 5 44 0 0 15 1 0 2 0 0 59 6 0 0 1 0 58 0 5 7 17 0 19 4 0 27 6 42 1 54 8 0 0 0 0 0 0 0 4 14 0 2 20 0 0 9 90 0 0 1 0 0 7 4 0 25 16 0 0 2 2 4 0 0 8 0 48 0 0 14 1 0 0 28 11 0 8 0 0 0 8 0 0 0 0 0 0 13 0 0 0 0 0 9 0 0 0 4 9 5 0 0 0 0 0 0 21 0 0 0 0 0 21 0 0 0 0 31 2 0 0 0 0 0 3 0 0 9 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 7 4 0 8 0 0 0 6 0 0 0 0 38 0 5 0 1 0 0 0 0 0 14 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 23 0 73 0 0 0 0 0 0 0 0 0 0
"MI_015_H" 46 423 28 3 104 1 2792 158 11 12 1085 791 2121 13 518 140 488 866 1084 13 39 7 0 210 23 15 227 43 5 60 0 22 24 140 91 23 128 3 151 1 112 0 11 6 0 25 224 0 23 0 0 9 0 0 2 64 2 214 96 0 0 515 1 0 3 1 6 1 57 0 0 1 0 15 5 0 0 0 0 0 0 152 17 4 7 25 14 3 7 0 0 0 0 1 0 84 0 1 0 4 0 2 0 36 5 2 1 0 7 0 0 0 0 0 0 0 0 0 0 0 23 2 0 158 1 0 0 0 0 0 2 0 1 0 0 69 0 1 4 20 5 0 14 3 0 0 2 3 0 25 10 2 5 0 0 0 0 0 9 0 0 1 0 0 0 0 1 0 0 0 0 0 16 0 0 0 0 2 0 0 1 0 0 0 1 0 0 2 0 0 0 1 0 12 0 9 0 0 0 4 6 0 0 0 6 0 5 0 0 42 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 77 0 0 0 0 5 0 0 0 0 0 0 0 0 0 4 0 0 1 0 0 0 0 1 0 0 8 0 1 0 0 0 0 26 0 0 0 0 0 0 49 0 0 0 0 1 38 9 0 0 0 0 0 0 0 0 35 0 8 0 0 60 0 0 0 8 0 0 5 0 0 0 0 0 0 0 12 0 0 0 1 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 321 0 0 0 0 0 0 1 0 0 21 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MI_016_H" 53 0 713 596 33 289 4839 1185 2 2 3 210 9 65 0 0 130 2618 29 497 302 146 23 49 82 23 36 38 3 76 0 0 0 0 0 0 12 1 0 21 69 0 0 5 52 32 55 59 8 42 0 84 0 0 61 13 24 20 0 0 47 0 4 0 12 0 21 0 0 1 0 0 9 0 8 199 15 338 24 0 74 3 0 1 0 0 0 1 0 0 26 0 0 9 0 14 0 0 0 0 0 0 0 0 1 21 66 57 7 0 75 0 5 0 2 22 0 0 0 3 8 2 0 0 0 18 48 0 0 0 11 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 1 4 0 19 0 4 6 0 7 0 0 0 0 0 0 0 0 0 96 0 0 1 2 0 0 0 0 0 0 0 0 0 0 2 7 0 21 67 0 3 0 4 0 0 0 0 6 0 0 0 0 1 9 107 1 0 0 0 0 0 75 4 0 0 0 0 0 0 3 0 0 0 0 3 0 0 2 0 0 0 0 2 3 3 55 0 0 0 19 1 0 13 0 0 5 0 0 0 0 0 0 0 2 0 3 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 190 0 0 0 0 0 2 1 0 3 17 4 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 41 0 0 0 0 17 0 0 0 43 0 0 0 0 0 7 0 0 0 0 0 0 1 0 0 0 0 0 0 119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MI_017_H" 243 1305 2202 7 132 486 2170 2466 22 64 8 76 326 63 0 53 75 3 0 209 46 50 9 49 33 65 12 120 34 16 0 0 1 11 19 4 94 0 10 13 88 0 10 17 0 13 230 3 2 22 0 1 5 0 1 73 6 48 87 0 25 90 94 1 9 4 0 1 0 0 482 10 5 89 5 25 34 591 3 0 45 37 2 132 7 0 0 10 185 0 9 0 0 12 0 34 0 14 0 0 0 342 6 1 38 14 6 48 1 1 0 0 3 0 0 24 6 0 0 0 88 1 0 40 2 0 3 0 0 1 2 0 331 0 0 0 0 1 3 2 1 5 0 0 0 0 1 1 4 218 5 1 1 3 36 0 0 0 0 0 0 50 0 1 2 47 0 0 0 0 0 0 2 8 0 0 4 0 0 6 0 0 0 37 0 0 0 3 3 0 0 0 0 0 0 0 0 0 9 6 0 35 0 1 1 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 13 0 0 5 14 4 0 1 2 2 0 0 3 0 0 0 0 1 17 1 2 16 0 0 4 0 0 0 0 0 30 0 0 0 11 0 0 4 0 0 0 0 108 20 0 0 0 0 64 0 0 0 7 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 4 0 1 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MI_018_H" 133 1213 554 989 121 1 3 152 358 0 17 334 70 212 4 118 200 141 107 41 109 46 34 20 15 18 317 1099 0 27 8 87 2 84 20 206 5 201 86 1 18 29 50 377 18 40 55 54 7 12 4 116 0 0 0 3 25 4 3 0 0 6 247 0 17 0 5 7 143 8 1661 1028 15 11 0 0 40 0 1 10 0 48 14 0 4 0 0 38 3 12 2 0 0 2 4 6 0 39 35 11 0 46 971 23 333 0 4 1 18 2 0 0 10 3 0 0 0 0 157 0 3 0 0 18 2 3 2 0 0 73 24 0 13 4 0 20 0 0 3 0 5 0 5 5 109 34 0 0 0 7 6 2 2 5 0 0 0 0 0 0 2 2 17 0 2 0 1 0 0 0 0 2 2 3 0 0 2 0 0 2 12 1 0 0 0 0 6 0 0 0 0 1 0 0 0 7 0 0 1 4 8 5 55 0 0 340 0 0 0 2 1 0 0 12 2 3 0 0 0 0 17 7 0 4 0 1 0 0 0 1 0 0 5 0 0 0 0 35 1 0 10 1 0 1 3 0 0 4 0 0 7 1 0 21 0 2 0 4 0 0 0 0 0 40 0 51 2 0 0 0 1 10 0 0 1 10 0 0 0 0 0 6 0 4 0 68 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 1 0 0 1 0 0 1 0 0 133 0 0 0 0 0 0 0 1 2 0 0 0 1 0 476 7 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 15 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 28 43 0 10 0 0 0 14 1 0 22 0 0 0 0 0 0
"MI_019_H" 59 81 998 46 41 660 176 1428 1234 0 696 56 23 63 0 156 83 410 0 92 51 132 351 78 19 3 2 2 237 36 5 0 5 236 12 26 37 0 0 0 26 0 15 164 10 32 41 24 2 4 196 25 0 0 7 0 185 0 9 256 12 414 28 0 16 478 3 2 0 1 1151 27 7 41 5 14 0 0 8 20 33 34 24 237 0 0 0 13 46 0 1 0 0 5 0 23 0 13 0 4 2 101 0 0 5 1 17 0 3 2 4 0 24 0 2 9 0 0 0 0 2 6 10 11 1 0 0 0 4 1 61 0 20 0 0 6 0 0 19 3 56 2 7 2 0 1 0 85 5 1 0 1 5 2 1 1 0 2 2 0 0 0 9 0 13 2 3 0 1 0 0 0 1 11 2 12 8 0 0 4 3 2 2 16 1 0 0 2 8 0 0 0 0 0 1 0 6 0 5 6 0 4 0 0 0 0 2 2 2495 0 1 1 0 10 0 0 0 0 1 1 117 0 0 0 0 0 0 1 1 0 0 0 0 0 1 6 0 0 90 0 0 16 1 1 0 2 0 1 1 0 0 0 0 15 1 0 0 2 0 0 1 0 0 0 0 45 2 6 0 0 0 3 1 0 0 0 0 0 0 0 0 3 0 20 0 0 0 0 0 0 1 0 2 0 2 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 4 0 0 0 31 0 2 0 0 0 0 0 0 2 0 0 28 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 6
"MI_020_H" 0 0 4889 82 356 28 11 183 47 333 12 197 36 87 0 537 0 0 0 32 148 33 41 14 353 183 151 0 485 55 307 0 26 0 125 25 84 0 0 7 5 0 42 1 13 149 0 632 23 156 0 0 0 0 33 0 15 8 1 288 0 0 55 0 6 294 14 7 0 5 0 4 2 0 7 0 0 0 79 0 119 11 38 244 0 1193 0 57 0 0 71 0 0 4 0 8 0 0 0 31 0 0 0 0 0 86 154 126 7 5 1 0 3 0 0 87 42 0 0 0 30 15 0 0 0 33 0 0 0 3 0 1 6 0 0 0 2 6 21 0 32 1 29 0 0 0 68 3 0 39 21 0 0 0 8 13 4 0 1 2 1 40 0 19 0 103 3 0 2 0 103 278 9 13 0 3 4 0 0 1 0 0 0 43 4 0 3 0 0 0 0 22 7 0 2 0 0 3 2 1 0 0 0 1 0 0 14 0 0 5 53 19 0 2 0 9 53 0 0 8 0 0 0 0 0 0 57 0 62 0 2 1 0 12 0 3 0 0 0 0 1 1 7 0 4 0 0 0 1 0 0 1 15 14 0 0 0 0 0 12 0 0 6 0 0 0 0 0 0 15 0 0 0 0 0 2 0 0 0 0 0 23 0 0 0 0 0 0 0 0 2 1 0 0 5 0 0 0 0 0 86 0 0 0 0 0 0 0 0 0 0 11 0 15 0 0 0 0 14 0 43 0 0 0 3 0 3 0 0 48 1 0 0 14 0 0 0 0 0 20 0 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 131 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MI_021_H" 238 475 114 35 108 658 483 997 0 10 715 361 44 204 226 37 56 376 85 1 77 1 34 117 71 43 23 426 37 33 45 1 12 190 23 1142 46 0 0 26 329 0 34 0 17 47 35 1 1 31 76 43 275 1 1 0 4 16 7 1 0 392 0 431 38 0 14 2 328 1 0 1 0 0 12 2 288 0 4 56 0 13 25 35 1 5 0 3 33 0 4 5 91 3 0 10 25 2 569 12 623 0 0 1 2 0 14 19 28 2 1 2 0 0 0 2 0 29 0 0 31 6 249 8 0 4 0 0 120 0 3 0 3 268 120 0 2 0 25 10 29 5 3 6 0 0 1 5 3 10 1 8 2 16 1 0 73 0 0 0 3 3 0 7 0 0 0 0 0 0 0 0 1 0 0 0 2 4 0 0 1 100 19 1 7 0 0 1 0 0 56 23 0 49 2 0 0 1 11 5 0 0 0 1 0 0 4 17 0 3 0 1 0 0 0 6 0 0 3 0 0 0 0 1 0 0 0 4 4 0 1 0 0 0 1 1 4 0 0 3 1 0 0 32 0 0 21 1 185 13 0 6 0 19 546 0 12 0 0 12 0 51 1 0 0 0 1 4 0 1 0 24 8 0 0 0 0 0 1 0 0 4 0 0 8 0 0 2 15 0 4 0 0 0 0 0 0 0 0 0 0 16 3 0 0 0 0 0 1 0 0 0 0 3 0 0 26 0 1 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 3 3 0 14 0 0 0 1 16 0 23 0 9 4 0 0 114 0 3 0 0 0 0 0 2 0 0 0 3 0 3 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 3 70 0 19 22 60 0 0 0 0 0 3
"MI_022_H" 0 0 8 2 1 11908 7 1 0 8 2103 6 0 0 0 76 1 0 2 1 1 1 0 0 12 0 5 0 9 0 0 0 0 0 2 0 1 0 0 0 1 0 0 0 5 0 0 0 0 6 0 4 0 3 3 1 1 0 549 0 2 0 0 2 0 0 5 1 0 1 0 0 0 0 0 0 0 0 1 12 0 1 0 1 0 25 0 0 1 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 7 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 6 0 4 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 7 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 2 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 5 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0
"MI_023_H" 24 184 227 38 57 2974 18 384 13 14 6 2 77 108 2 2 82 225 0 6814 16 1972 2 62 32 4 8 0 52 43 0 0 0 3 39 0 104 0 58 1 0 0 4 24 1 42 0 66 5 0 1 39 0 0 0 129 149 38 0 0 3 7 46 0 1 0 13 0 0 3 2 8 50 0 27 0 0 0 0 0 3 31 0 12 0 0 0 8 2 0 20 0 0 3 0 5 0 42 0 2 1 21 0 0 0 0 0 2 0 0 0 0 58 2 4 9 0 0 0 3 28 0 1 23 3 0 0 0 0 0 24 0 0 0 0 1 0 1 0 1 2 4 0 0 0 0 1 0 0 3 6 0 0 0 8 0 0 0 3 2 0 0 0 0 58 0 0 0 0 0 0 0 0 10 0 0 23 0 0 7 0 0 0 0 0 0 2 0 0 0 0 0 0 4 0 0 10 0 0 0 0 0 0 0 0 0 0 0 4 0 3 11 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 6 0 0 0 0 25 0 2 0 0 1 0 0 0 1 0 8 0 6 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 7 0 0 0 0 6 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 6 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 34 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MI_024_H" 611 500 759 2 155 130 189 1986 1 184 0 123 188 74 1751 502 384 1100 35 6 110 59 348 10 40 33 0 1 118 30 0 29 8 663 60 0 33 0 0 7 75 0 10 2 1 13 315 0 5 3 0 78 0 0 63 30 18 49 20 704 4 96 191 0 13 0 1 5 0 0 0 4 2 63 11 0 1 23 3 0 15 19 0 91 10 0 0 50 23 0 5 0 0 8 0 20 0 0 1 2 0 189 0 0 0 2 0 124 17 2 0 0 0 17 0 22 1 0 0 0 30 1 0 41 0 22 0 0 0 0 0 0 26 0 0 10 1 0 2 3 0 0 0 2 3 0 1 0 5 0 279 0 1 0 0 2 0 0 3 0 2 16 977 1 7 0 0 0 0 0 6 203 3 32 15 8 2 1 0 8 5 0 0 124 2 0 0 0 0 0 0 0 0 0 41 0 7 0 16 3 0 0 0 0 0 0 5 0 0 0 19 1 0 17 0 6 0 0 0 1 0 0 0 3 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 2 1 0 0 2 0 1 0 2 0 0 0 50 4 5 0 0 2 0 0 2 0 0 3 0 0 0 26 3 0 0 2 7 0 0 0 0 0 0 0 0 3 0 11 0 0 0 0 1 0 0 6 5 0 0 1 0 0 5 0 0 0 0 0 0 0 0 1 0 0 0 3 47 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MI_025_H" 0 13 0 179 130 5562 826 822 1 71 0 544 2444 26 2 6 0 1 0 25 4 38 46 8 130 21 538 0 46 4 159 0 18 0 8 1 67 0 0 4 68 2 8 0 1 5 0 10 10 44 0 0 0 0 84 24 11 3 0 0 0 506 308 0 0 1 1 10 1 0 0 0 1 0 28 54 0 0 25 0 85 0 0 47 0 0 0 31 0 0 38 0 0 1 0 6 0 0 0 1 0 0 1 3 0 27 19 367 45 0 0 0 0 0 0 17 100 0 0 0 17 0 0 0 0 20 8 0 0 0 0 0 50 0 0 30 3 0 75 0 0 2 0 1 0 0 39 0 0 86 0 0 0 0 0 5 0 0 2 1 8 5 0 1 0 0 0 0 0 0 0 0 0 0 0 24 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0 124 6 0 16 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 6 15 0 0 0 12 0 0 79 6 0 0 0 6 0 0 0 0 10 1 0 0 0 140 3 1 0 0 0 12 0 0 0 0 2 0 0 1 0 6 0 0 19 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 60 0 2 2 8 0 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 4 0 0 0 0 1 0 0 6 0 21 3 0 0 0 0 2 0 0 88 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MI_026_H" 2 12 4315 150 82 13 0 2070 2 10 5 13 6304 191 28 318 76 4 14 75 3 89 0 0 2 4 215 2 24 1 0 25 0 3 21 0 71 10 0 13 9 0 5 2 4 4 151 12 2 0 3 0 0 0 6 40 34 53 0 4 2 0 0 0 5 0 0 0 1 1 1 6 1 0 0 0 0 1 0 0 0 26 1 205 1 2 0 0 1 0 0 0 0 1 0 24 2 4 0 0 0 0 0 5 0 1 1 0 0 1 0 0 2 0 0 1 0 0 0 0 13 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 1 6 0 0 0 0 1 2 0 0 0 0 0 0 1 0 2 0 1 6 0 0 0 0 2 7 0 0 0 0 0 0 0 0 0 0 1 0 5 1 0 1 0 0 0 1 0 0 0 0 24 0 8 0 3 0 1 5 1 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 5 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 6 0 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 6 0 0 0 0 0 2 0 0 5 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
